storage,ram,warranty,days_since_posted,brand_enc,model_enc,district_enc,cond_New,cond_Used,price,brand,model,district,condition
128.0,4.0,0,90,19583.721190036482,23935.634614589275,94554.46428776065,False,True,13900.0,Nokia,Nokia 3.4,Kalutara,Used
128.0,4.0,0,7,97917.97445255474,253083.3507477765,103711.00702576112,False,True,194000.0,Samsung,Galaxy S23,Kandy,Used
64.0,8.0,0,90,40497.74011299453,53522.71067862169,101644.83202809989,False,True,35400.0,Oppo,Oppo A92,Nuwara Eliya,Used
128.0,6.0,0,14,97917.97445255474,40701.562497311475,85661.14130434782,False,True,34400.0,Samsung,Galaxy A13,Gampaha,Used
512.0,8.0,0,21,257365.38849646822,427761.19738151116,95823.04900181488,True,False,605700.0,Apple,iPhone 14 Pro,Colombo,New
128.0,6.0,0,14,94936.78554610761,55188.87370444853,93990.62876049172,False,True,41800.0,Sony,Sony Xperia 10,Kegalle,Used
64.0,6.0,0,90,15386.073825503356,15921.774967089843,71138.72690290223,True,False,16800.0,Other,Infinix Hot 12,Hambantota,New
64.0,4.0,0,60,15386.073825503356,13820.04196151102,110952.47148247254,False,True,11700.0,Other,Tecno Spark 8,Kurunegala,Used
128.0,6.0,0,60,34074.161073877825,40875.88097580751,71138.72690290223,False,True,31100.0,Vivo,Vivo Y75,Hambantota,Used
256.0,4.0,0,21,15386.073825503356,13820.04196151102,95823.04900181488,False,True,16200.0,Other,Tecno Spark 8,Colombo,Used
64.0,3.0,0,60,15386.073825503356,15921.774967089843,85661.14130434782,True,False,13800.0,Other,Infinix Hot 12,Gampaha,New
32.0,4.0,0,21,97917.97445255474,40701.562497311475,85661.14130434782,False,True,22200.0,Samsung,Galaxy A13,Gampaha,Used
256.0,6.0,1,21,69119.74921630374,49548.710433680935,91916.9849169941,False,True,55500.0,Huawei,Huawei P40 Lite,Anuradhapura,Used
256.0,8.0,0,5,257365.38849646822,130572.75152919091,103711.00702576112,False,True,133900.0,Apple,iPhone X,Kandy,Used
512.0,6.0,1,180,27953.91566265252,25864.696434646437,102917.33403588989,False,True,31300.0,Realme,Realme 8,Kilinochchi,Used
128.0,6.0,0,7,257365.38849646822,269967.6191386011,95823.04900181488,False,True,217000.0,Apple,iPhone 12 Pro,Colombo,Used
128.0,6.0,0,90,97917.97445255474,253083.3507477765,110952.47148247254,False,True,192300.0,Samsung,Galaxy S23,Kurunegala,Used
128.0,8.0,1,21,257365.38849646822,381601.4887660484,110952.47148247254,False,True,356200.0,Apple,iPhone 15,Kurunegala,Used
32.0,2.0,0,365,19583.721190036482,30429.332986661073,91916.9849169941,False,True,10700.0,Nokia,Nokia 5.4,Anuradhapura,Used
128.0,8.0,0,14,257365.38849646822,154621.87676715612,95823.04900181488,True,False,155900.0,Apple,iPhone XS Max,Colombo,New
64.0,6.0,0,2,27953.91566265252,24676.078536864414,102917.33403588989,False,True,16500.0,Realme,Realme Narzo 50,Kilinochchi,Used
32.0,3.0,0,30,97917.97445255474,40701.562497311475,85661.14130434782,True,False,25200.0,Samsung,Galaxy A13,Gampaha,New
512.0,6.0,0,90,97917.97445255474,111445.16141583124,103711.00702576112,True,False,174900.0,Samsung,Galaxy A72,Kandy,New
64.0,3.0,0,6,15386.073825503356,8333.520815155518,87796.20740059376,False,True,6300.0,Other,Itel A49,Batticaloa,Used
128.0,4.0,1,14,30231.324744260754,26330.44096923781,95823.04900181488,True,False,25500.0,Motorola,Moto E40,Colombo,New
128.0,3.0,1,180,15386.073825503356,11711.031529132475,95823.04900181488,False,True,9500.0,Other,Tecno Pop 5,Colombo,Used
512.0,8.0,0,180,94936.78554610761,130871.36712056895,115991.70105414501,False,True,147200.0,Sony,Sony Xperia 1 III,Mannar,Used
128.0,4.0,0,60,40497.74011299453,42694.96437108665,101348.45814434181,True,False,39200.0,Oppo,Oppo A74,Galle,New
128.0,4.0,0,60,94936.78554610761,55188.87370444853,110952.47148247254,False,True,38000.0,Sony,Sony Xperia 10,Kurunegala,Used
64.0,6.0,0,90,39362.87425149832,52365.87680322117,103711.00702576112,False,True,31700.0,Xiaomi,Redmi Note 11,Kandy,Used
256.0,6.0,1,365,257365.38849646822,269967.6191386011,101149.44293738395,True,False,264000.0,Apple,iPhone 12 Pro,Ampara,New
256.0,6.0,0,1,97917.97445255474,253083.3507477765,87796.20740059376,True,False,364300.0,Samsung,Galaxy S23,Batticaloa,New
128.0,6.0,0,5,15386.073825503356,26796.447781263545,93990.62876049172,True,False,33500.0,Other,Redmi Note 9,Kegalle,New
128.0,4.0,0,90,39362.87425149832,60789.304598206174,85661.14130434782,False,True,45300.0,Xiaomi,Mi 11 Lite,Gampaha,Used
512.0,6.0,1,3,15386.073825503356,21572.264745749373,111717.76085735158,False,True,32000.0,Other,Redmi 12,Unknown,Used
128.0,8.0,0,5,34074.161073877825,27091.48565029078,93990.62876049172,False,True,21400.0,Vivo,Vivo Y20,Kegalle,Used
128.0,6.0,0,7,39362.87425149832,31999.27625116677,95823.04900181488,False,True,24000.0,Xiaomi,Redmi 10C,Colombo,Used
256.0,12.0,0,60,69119.74921630374,72333.67827121622,85661.14130434782,False,True,82600.0,Huawei,Huawei Nova 5T,Gampaha,Used
256.0,6.0,1,30,40497.74011299453,27691.00502306108,103711.00702576112,False,True,26100.0,Oppo,Oppo A16,Kandy,Used
64.0,3.0,0,60,15386.073825503356,21572.264745749373,100507.63829246433,False,True,13600.0,Other,Redmi 12,Ratnapura,Used
64.0,6.0,1,4,34074.161073877825,33135.55697285718,77233.95897938183,False,True,25500.0,Vivo,Vivo Y53s,Monaragala,Used
128.0,6.0,0,0,34074.161073877825,27091.48565029078,94554.46428776065,False,True,19400.0,Vivo,Vivo Y20,Kalutara,Used
64.0,6.0,0,0,257365.38849646822,173787.27283977624,107774.78187801622,True,False,141200.0,Apple,iPhone 11,Puttalam,New
128.0,6.0,0,21,19583.721190036482,19288.194779797588,111228.6323253798,True,False,17700.0,Nokia,Nokia G10,Trincomalee,New
512.0,8.0,0,365,257365.38849646822,154621.87676715612,85661.14130434782,False,True,151300.0,Apple,iPhone XS Max,Gampaha,Used
64.0,4.0,0,2,69119.74921630374,72333.67827121622,101348.45814434181,False,True,45200.0,Huawei,Huawei Nova 5T,Galle,Used
128.0,4.0,0,7,257365.38849646822,280262.88759545796,95823.04900181488,False,True,218200.0,Apple,iPhone 13,Colombo,Used
128.0,6.0,0,7,97917.97445255474,81014.33059306446,95823.04900181488,False,True,73300.0,Samsung,Galaxy A52,Colombo,Used
256.0,6.0,0,6,97917.97445255474,40701.562497311475,95823.04900181488,True,False,59500.0,Samsung,Galaxy A13,Colombo,New
64.0,8.0,1,60,34074.161073877825,27440.34868471268,95823.04900181488,True,False,30200.0,Vivo,Vivo Y33s,Colombo,New
128.0,6.0,0,365,257365.38849646822,427761.19738151116,103711.00702576112,True,False,372700.0,Apple,iPhone 14 Pro,Kandy,New
128.0,4.0,0,180,40497.74011299453,63841.08313659533,95823.04900181488,True,False,70700.0,Oppo,Oppo Reno 5,Colombo,New
64.0,4.0,1,21,30231.324744260754,41828.615814658624,111228.6323253798,False,True,26300.0,Motorola,Moto G62,Trincomalee,Used
128.0,6.0,0,2,112310.1101226048,69642.55098361245,71138.72690290223,True,False,58000.0,Oneplus,OnePlus Nord CE,Hambantota,New
512.0,4.0,1,180,15386.073825503356,21572.264745749373,103711.00702576112,False,True,25900.0,Other,Redmi 12,Kandy,Used
128.0,4.0,1,2,34074.161073877825,27091.48565029078,91916.9849169941,False,True,20100.0,Vivo,Vivo Y20,Anuradhapura,Used
128.0,8.0,1,0,112310.1101226048,154967.67778937303,110952.47148247254,False,True,134000.0,Oneplus,OnePlus 10 Pro,Kurunegala,Used
128.0,4.0,0,60,19583.721190036482,19288.194779797588,110952.47148247254,False,True,14200.0,Nokia,Nokia G10,Kurunegala,Used
64.0,4.0,0,7,257365.38849646822,381601.4887660484,95823.04900181488,True,False,340100.0,Apple,iPhone 15,Colombo,New
256.0,8.0,0,7,94936.78554610761,101856.07595881139,95823.04900181488,False,True,102600.0,Sony,Sony Xperia 5 III,Colombo,Used
128.0,4.0,0,180,69119.74921630374,37019.2366409103,94554.46428776065,False,True,22600.0,Huawei,Huawei Y7a,Kalutara,Used
64.0,6.0,0,0,97917.97445255474,54188.93971904517,95823.04900181488,False,True,38300.0,Samsung,Galaxy A23,Colombo,Used
64.0,6.0,0,90,97917.97445255474,40701.562497311475,103711.00702576112,False,True,28900.0,Samsung,Galaxy A13,Kandy,Used
128.0,8.0,0,60,30231.324744260754,38808.81772295549,95823.04900181488,False,True,36100.0,Motorola,Moto G60,Colombo,Used
256.0,6.0,0,7,97917.97445255474,36716.2922561019,95823.04900181488,False,True,36400.0,Samsung,Galaxy A12,Colombo,Used
128.0,6.0,0,30,97917.97445255474,195397.13717498505,107774.78187801622,False,True,173100.0,Samsung,Galaxy S22,Puttalam,Used
32.0,2.0,0,5,15386.073825503356,18775.993614846906,111717.76085735158,False,True,8900.0,Other,Redmi 9C,Unknown,Used
256.0,8.0,0,1,34074.161073877825,40875.88097580751,85661.14130434782,False,True,40300.0,Vivo,Vivo Y75,Gampaha,Used
128.0,6.0,0,4,257365.38849646822,427761.19738151116,103711.00702576112,True,False,457600.0,Apple,iPhone 14 Pro,Kandy,New
256.0,8.0,0,3,94936.78554610761,101856.07595881139,95823.04900181488,False,True,106900.0,Sony,Sony Xperia 5 III,Colombo,Used
512.0,6.0,0,180,97917.97445255474,54188.93971904517,110952.47148247254,False,True,60400.0,Samsung,Galaxy A23,Kurunegala,Used
128.0,8.0,0,14,97917.97445255474,87801.75465945594,95823.04900181488,False,True,83800.0,Samsung,Galaxy A53,Colombo,Used
64.0,3.0,1,4,19583.721190036482,19288.194779797588,85661.14130434782,False,True,12300.0,Nokia,Nokia G10,Gampaha,Used
256.0,6.0,0,30,257365.38849646822,221074.4410842764,95823.04900181488,False,True,206400.0,Apple,iPhone 12,Colombo,Used
32.0,2.0,0,14,40497.74011299453,37119.528191581325,103711.00702576112,True,False,18600.0,Oppo,Oppo A54,Kandy,New
128.0,8.0,0,14,257365.38849646822,346991.35595038394,101348.45814434181,False,True,298400.0,Apple,iPhone 14,Galle,Used
512.0,12.0,0,7,27953.91566265252,24676.078536864414,87796.20740059376,False,True,31600.0,Realme,Realme Narzo 50,Batticaloa,Used
64.0,3.0,0,180,19583.721190036482,32502.02687313935,103711.00702576112,True,False,19900.0,Nokia,Nokia G21,Kandy,New
128.0,4.0,0,30,97917.97445255474,111445.16141583124,103293.80948314318,False,True,83400.0,Samsung,Galaxy A72,Jaffna,Used
32.0,3.0,1,365,15386.073825503356,8333.520815155518,91916.9849169941,True,False,6500.0,Other,Itel A49,Anuradhapura,New
128.0,6.0,1,0,39362.87425149832,41436.801783884606,95823.04900181488,False,True,36100.0,Xiaomi,Redmi Note 10,Colombo,Used
64.0,8.0,0,1,40497.74011299453,27691.00502306108,94554.46428776065,False,True,17600.0,Oppo,Oppo A16,Kalutara,Used
256.0,8.0,0,14,257365.38849646822,221074.4410842764,103711.00702576112,False,True,227300.0,Apple,iPhone 12,Kandy,Used
64.0,3.0,0,14,19583.721190036482,23935.634614589275,95823.04900181488,False,True,12300.0,Nokia,Nokia 3.4,Colombo,Used
128.0,4.0,0,1,97917.97445255474,33074.0016748767,93990.62876049172,False,True,26200.0,Samsung,Galaxy M12,Kegalle,Used
128.0,4.0,1,90,97917.97445255474,81014.33059306446,85661.14130434782,False,True,68200.0,Samsung,Galaxy A52,Gampaha,Used
256.0,6.0,0,6,69119.74921630374,49548.710433680935,95823.04900181488,False,True,51400.0,Huawei,Huawei P40 Lite,Colombo,Used
128.0,8.0,0,60,97917.97445255474,33074.0016748767,124420.06610992628,False,True,27200.0,Samsung,Galaxy M12,Mullaitivu,Used
64.0,4.0,0,7,15386.073825503356,21572.264745749373,71138.72690290223,False,True,15200.0,Other,Redmi 12,Hambantota,Used
64.0,4.0,0,14,97917.97445255474,54188.93971904517,95823.04900181488,True,False,40600.0,Samsung,Galaxy A23,Colombo,New
128.0,8.0,1,90,97917.97445255474,81014.33059306446,85661.14130434782,True,False,113500.0,Samsung,Galaxy A52,Gampaha,New
128.0,6.0,1,90,39362.87425149832,40934.060610937835,103711.00702576112,True,False,50000.0,Xiaomi,Poco M4 Pro,Kandy,New
128.0,6.0,0,3,69119.74921630374,49548.710433680935,110952.47148247254,False,True,42100.0,Huawei,Huawei P40 Lite,Kurunegala,Used
128.0,6.0,0,7,97917.97445255474,40701.562497311475,100507.63829246433,False,True,35700.0,Samsung,Galaxy A13,Ratnapura,Used
64.0,4.0,0,1,15386.073825503356,13820.04196151102,101149.44293738395,False,True,11800.0,Other,Tecno Spark 8,Ampara,Used
256.0,12.0,0,60,39362.87425149832,31999.27625116677,79284.01182438398,True,False,36900.0,Xiaomi,Redmi 10C,Matale,New
64.0,8.0,0,7,40497.74011299453,42694.96437108665,110952.47148247254,True,False,38600.0,Oppo,Oppo A74,Kurunegala,New
256.0,6.0,0,30,30231.324744260754,41828.615814658624,103711.00702576112,True,False,44700.0,Motorola,Moto G62,Kandy,New
128.0,4.0,0,90,27953.91566265252,52346.56883936626,110952.47148247254,False,True,37700.0,Realme,Realme GT Neo 2,Kurunegala,Used
256.0,6.0,0,60,257365.38849646822,221074.4410842764,95823.04900181488,True,False,244800.0,Apple,iPhone 12,Colombo,New
256.0,6.0,1,180,39362.87425149832,31999.27625116677,83246.0201484606,False,True,28700.0,Xiaomi,Redmi 10C,Matara,Used
128.0,8.0,0,0,27953.91566265252,21961.50860801315,103293.80948314318,False,True,17500.0,Realme,Realme C25,Jaffna,Used
128.0,4.0,0,3,34074.161073877825,40875.88097580751,87796.20740059376,False,True,31100.0,Vivo,Vivo Y75,Batticaloa,Used
256.0,8.0,0,14,19583.721190036482,29051.97909569368,85661.14130434782,False,True,25000.0,Nokia,Nokia G20,Gampaha,Used
512.0,4.0,0,365,15386.073825503356,22178.497213481493,94554.46428776065,True,False,23600.0,Other,Redmi 10,Kalutara,New
128.0,4.0,0,0,15386.073825503356,21572.264745749373,95823.04900181488,True,False,20700.0,Other,Redmi 12,Colombo,New
256.0,12.0,0,180,40497.74011299453,53522.71067862169,111717.76085735158,False,True,55700.0,Oppo,Oppo A92,Unknown,Used
256.0,6.0,0,180,97917.97445255474,48782.851526856786,85661.14130434782,False,True,47700.0,Samsung,Galaxy M32,Gampaha,Used
512.0,12.0,1,2,97917.97445255474,33074.0016748767,85661.14130434782,False,True,46800.0,Samsung,Galaxy M12,Gampaha,Used
256.0,12.0,0,365,97917.97445255474,54188.93971904517,95823.04900181488,False,True,49800.0,Samsung,Galaxy A23,Colombo,Used
32.0,2.0,0,1,69119.74921630374,89998.6629501347,85661.14130434782,False,True,45600.0,Huawei,Huawei Mate 30,Gampaha,Used
128.0,6.0,0,2,97917.97445255474,54188.93971904517,82392.69750409125,True,False,52300.0,Samsung,Galaxy A23,Badulla,New
128.0,4.0,0,14,97917.97445255474,169323.4803932598,95823.04900181488,False,True,128700.0,Samsung,Galaxy S21,Colombo,Used
128.0,4.0,0,1,112310.1101226048,154967.67778937303,85661.14130434782,True,False,130700.0,Oneplus,OnePlus 10 Pro,Gampaha,New
128.0,8.0,0,21,94936.78554610761,101856.07595881139,83246.0201484606,False,True,84900.0,Sony,Sony Xperia 5 III,Matara,Used
128.0,6.0,1,14,257365.38849646822,221074.4410842764,101348.45814434181,False,True,201000.0,Apple,iPhone 12,Galle,Used
128.0,4.0,0,14,19583.721190036482,23935.634614589275,95823.04900181488,True,False,17900.0,Nokia,Nokia 3.4,Colombo,New
256.0,12.0,1,4,39362.87425149832,41436.801783884606,95823.04900181488,False,True,47900.0,Xiaomi,Redmi Note 10,Colombo,Used
128.0,8.0,0,365,40497.74011299453,63841.08313659533,102917.33403588989,False,True,52100.0,Oppo,Oppo Reno 5,Kilinochchi,Used
256.0,8.0,0,1,40497.74011299453,27691.00502306108,82392.69750409125,False,True,26200.0,Oppo,Oppo A16,Badulla,Used
64.0,6.0,1,21,97917.97445255474,36716.2922561019,103711.00702576112,True,False,32100.0,Samsung,Galaxy A12,Kandy,New
256.0,12.0,1,3,30231.324744260754,34748.85656212868,85661.14130434782,False,True,36300.0,Motorola,Moto G30,Gampaha,Used
128.0,8.0,0,90,69119.74921630374,72333.67827121622,82392.69750409125,False,True,59100.0,Huawei,Huawei Nova 5T,Badulla,Used
128.0,8.0,0,6,27953.91566265252,28737.602866155034,95823.04900181488,False,True,25500.0,Realme,Realme 9,Colombo,Used
128.0,6.0,1,60,257365.38849646822,173787.27283977624,107774.78187801622,False,True,144600.0,Apple,iPhone 11,Puttalam,Used
128.0,8.0,0,14,69119.74921630374,95982.16308907153,103711.00702576112,False,True,96900.0,Huawei,Huawei P30 Pro,Kandy,Used
128.0,6.0,0,14,257365.38849646822,130572.75152919091,101348.45814434181,True,False,114100.0,Apple,iPhone X,Galle,New
64.0,4.0,0,60,257365.38849646822,140339.59996967835,101149.44293738395,False,True,81900.0,Apple,iPhone XR,Ampara,Used
64.0,6.0,1,90,34074.161073877825,33135.55697285718,103711.00702576112,False,True,24500.0,Vivo,Vivo Y53s,Kandy,Used
64.0,6.0,1,2,34074.161073877825,33135.55697285718,103711.00702576112,True,False,34000.0,Vivo,Vivo Y53s,Kandy,New
256.0,8.0,0,7,257365.38849646822,346991.35595038394,103711.00702576112,True,False,412000.0,Apple,iPhone 14,Kandy,New
128.0,6.0,0,0,40497.74011299453,35090.253383405914,85661.14130434782,False,True,30100.0,Oppo,Oppo A57,Gampaha,Used
512.0,12.0,1,21,112310.1101226048,69642.55098361245,95823.04900181488,False,True,85100.0,Oneplus,OnePlus Nord CE,Colombo,Used
64.0,8.0,1,30,97917.97445255474,48782.851526856786,85661.14130434782,False,True,40400.0,Samsung,Galaxy M32,Gampaha,Used
128.0,6.0,0,30,27953.91566265252,19795.34635056526,111228.6323253798,True,False,16300.0,Realme,Realme C30,Trincomalee,New
64.0,6.0,0,3,257365.38849646822,346991.35595038394,101149.44293738395,False,True,242000.0,Apple,iPhone 14,Ampara,Used
256.0,12.0,1,30,257365.38849646822,346991.35595038394,101644.83202809989,True,False,485500.0,Apple,iPhone 14,Nuwara Eliya,New
64.0,4.0,0,1,30231.324744260754,38808.81772295549,103711.00702576112,False,True,27400.0,Motorola,Moto G60,Kandy,Used
64.0,4.0,1,14,97917.97445255474,40701.562497311475,101348.45814434181,False,True,30400.0,Samsung,Galaxy A13,Galle,Used
128.0,4.0,1,365,34074.161073877825,27440.34868471268,95823.04900181488,False,True,19000.0,Vivo,Vivo Y33s,Colombo,Used
128.0,8.0,0,90,34074.161073877825,33135.55697285718,85661.14130434782,False,True,27300.0,Vivo,Vivo Y53s,Gampaha,Used
512.0,8.0,0,60,40497.74011299453,42694.96437108665,101149.44293738395,False,True,56200.0,Oppo,Oppo A74,Ampara,Used
256.0,6.0,0,1,257365.38849646822,427761.19738151116,95823.04900181488,True,False,475500.0,Apple,iPhone 14 Pro,Colombo,New
128.0,8.0,0,5,257365.38849646822,346991.35595038394,102917.33403588989,False,True,304300.0,Apple,iPhone 14,Kilinochchi,Used
128.0,6.0,0,90,27953.91566265252,28737.602866155034,110952.47148247254,True,False,27100.0,Realme,Realme 9,Kurunegala,New
128.0,4.0,0,30,94936.78554610761,55188.87370444853,101348.45814434181,True,False,44300.0,Sony,Sony Xperia 10,Galle,New
256.0,6.0,1,60,15386.073825503356,15486.906190689504,95823.04900181488,True,False,20600.0,Other,Redmi 9A,Colombo,New
128.0,3.0,1,4,15386.073825503356,8333.520815155518,100507.63829246433,False,True,8100.0,Other,Itel A49,Ratnapura,Used
256.0,8.0,0,14,97917.97445255474,111445.16141583124,111228.6323253798,False,True,113800.0,Samsung,Galaxy A72,Trincomalee,Used
128.0,6.0,0,21,15386.073825503356,15486.906190689504,82392.69750409125,False,True,12200.0,Other,Redmi 9A,Badulla,Used
256.0,12.0,1,180,69119.74921630374,37019.2366409103,107774.78187801622,True,False,55300.0,Huawei,Huawei Y7a,Puttalam,New
128.0,8.0,0,30,112310.1101226048,97091.16376285558,85661.14130434782,True,False,112200.0,Oneplus,OnePlus 9R,Gampaha,New
128.0,8.0,0,3,97917.97445255474,40701.562497311475,85661.14130434782,False,True,38600.0,Samsung,Galaxy A13,Gampaha,Used
256.0,6.0,0,60,40497.74011299453,37119.528191581325,111717.76085735158,False,True,31700.0,Oppo,Oppo A54,Unknown,Used
256.0,8.0,0,14,27953.91566265252,19795.34635056526,103711.00702576112,True,False,21500.0,Realme,Realme C30,Kandy,New
128.0,8.0,1,21,94936.78554610761,101856.07595881139,103711.00702576112,False,True,92400.0,Sony,Sony Xperia 5 III,Kandy,Used
128.0,8.0,0,30,257365.38849646822,154621.87676715612,94554.46428776065,False,True,126900.0,Apple,iPhone XS Max,Kalutara,Used
128.0,6.0,0,4,257365.38849646822,427761.19738151116,83246.0201484606,True,False,403700.0,Apple,iPhone 14 Pro,Matara,New
64.0,6.0,0,365,97917.97445255474,169323.4803932598,83246.0201484606,False,True,94500.0,Samsung,Galaxy S21,Matara,Used
256.0,6.0,0,7,257365.38849646822,377823.79385442554,95823.04900181488,False,True,355300.0,Apple,iPhone 13 Pro,Colombo,Used
128.0,4.0,1,60,39362.87425149832,31900.139324537093,85661.14130434782,True,False,25200.0,Xiaomi,Redmi 12C,Gampaha,New
512.0,12.0,0,2,257365.38849646822,173787.27283977624,111228.6323253798,True,False,330600.0,Apple,iPhone 11,Trincomalee,New
128.0,8.0,1,180,39362.87425149832,47890.90705801962,101394.06698685887,False,True,42900.0,Xiaomi,Poco X3,Polonnaruwa,Used
128.0,6.0,1,14,97917.97445255474,63063.303347058965,85661.14130434782,False,True,58900.0,Samsung,Galaxy A32,Gampaha,Used
256.0,6.0,1,365,69119.74921630374,76593.7240697723,95823.04900181488,False,True,70600.0,Huawei,Huawei P30,Colombo,Used
128.0,6.0,0,3,40497.74011299453,63841.08313659533,95823.04900181488,False,True,59600.0,Oppo,Oppo Reno 5,Colombo,Used
128.0,4.0,0,21,27953.91566265252,28737.602866155034,100507.63829246433,False,True,22100.0,Realme,Realme 9,Ratnapura,Used
128.0,6.0,1,90,257365.38849646822,173787.27283977624,95823.04900181488,False,True,144300.0,Apple,iPhone 11,Colombo,Used
64.0,4.0,1,4,257365.38849646822,130572.75152919091,103711.00702576112,False,True,89600.0,Apple,iPhone X,Kandy,Used
128.0,6.0,0,90,15386.073825503356,8333.520815155518,85661.14130434782,True,False,9500.0,Other,Itel A49,Gampaha,New
512.0,6.0,1,90,15386.073825503356,8333.520815155518,83246.0201484606,False,True,13200.0,Other,Itel A49,Matara,Used
128.0,6.0,1,180,69119.74921630374,37019.2366409103,91916.9849169941,False,True,26700.0,Huawei,Huawei Y7a,Anuradhapura,Used
256.0,6.0,1,7,15386.073825503356,18775.993614846906,95823.04900181488,False,True,21200.0,Other,Redmi 9C,Colombo,Used
256.0,12.0,0,180,257365.38849646822,427761.19738151116,94554.46428776065,True,False,574200.0,Apple,iPhone 14 Pro,Kalutara,New
256.0,8.0,0,60,30231.324744260754,38808.81772295549,93990.62876049172,True,False,51000.0,Motorola,Moto G60,Kegalle,New
256.0,8.0,1,21,15386.073825503356,15921.774967089843,101149.44293738395,False,True,24400.0,Other,Infinix Hot 12,Ampara,Used
128.0,6.0,0,6,34074.161073877825,33135.55697285718,100507.63829246433,False,True,27100.0,Vivo,Vivo Y53s,Ratnapura,Used
128.0,8.0,0,7,69119.74921630374,89998.6629501347,82392.69750409125,False,True,88800.0,Huawei,Huawei Mate 30,Badulla,Used
256.0,4.0,1,90,15386.073825503356,8333.520815155518,85661.14130434782,False,True,9800.0,Other,Itel A49,Gampaha,Used
32.0,2.0,0,0,97917.97445255474,48782.851526856786,103293.80948314318,False,True,23500.0,Samsung,Galaxy M32,Jaffna,Used
256.0,8.0,1,3,112310.1101226048,97091.16376285558,103711.00702576112,False,True,108500.0,Oneplus,OnePlus 9R,Kandy,Used
64.0,4.0,0,6,15386.073825503356,8333.520815155518,91916.9849169941,False,True,6800.0,Other,Itel A49,Anuradhapura,Used
512.0,6.0,0,0,257365.38849646822,130572.75152919091,83246.0201484606,False,True,148000.0,Apple,iPhone X,Matara,Used
128.0,6.0,0,1,15386.073825503356,11711.031529132475,85661.14130434782,False,True,11200.0,Other,Tecno Pop 5,Gampaha,Used
128.0,4.0,0,90,69119.74921630374,89998.6629501347,77233.95897938183,False,True,69700.0,Huawei,Huawei Mate 30,Monaragala,Used
256.0,6.0,0,7,257365.38849646822,381601.4887660484,110952.47148247254,False,True,381800.0,Apple,iPhone 15,Kurunegala,Used
256.0,6.0,0,90,257365.38849646822,140955.23143193364,101644.83202809989,False,True,128600.0,Apple,iPhone SE,Nuwara Eliya,Used
64.0,6.0,0,7,97917.97445255474,48782.851526856786,83246.0201484606,False,True,34100.0,Samsung,Galaxy M32,Matara,Used
512.0,12.0,0,7,97917.97445255474,195397.13717498505,110952.47148247254,True,False,356600.0,Samsung,Galaxy S22,Kurunegala,New
512.0,8.0,0,60,257365.38849646822,154621.87676715612,91916.9849169941,True,False,214100.0,Apple,iPhone XS Max,Anuradhapura,New
64.0,8.0,0,14,97917.97445255474,253083.3507477765,103711.00702576112,False,True,176900.0,Samsung,Galaxy S23,Kandy,Used
128.0,4.0,0,60,15386.073825503356,15921.774967089843,103711.00702576112,True,False,18500.0,Other,Infinix Hot 12,Kandy,New
64.0,6.0,0,90,39362.87425149832,52365.87680322117,101348.45814434181,False,True,30100.0,Xiaomi,Redmi Note 11,Galle,Used
32.0,3.0,0,90,39362.87425149832,31999.27625116677,95823.04900181488,False,True,14200.0,Xiaomi,Redmi 10C,Colombo,Used
128.0,8.0,0,7,97917.97445255474,40701.562497311475,95823.04900181488,False,True,38600.0,Samsung,Galaxy A13,Colombo,Used
128.0,6.0,1,60,27953.91566265252,52346.56883936626,93990.62876049172,False,True,47300.0,Realme,Realme GT Neo 2,Kegalle,Used
512.0,4.0,1,30,19583.721190036482,32502.02687313935,101348.45814434181,True,False,37400.0,Nokia,Nokia G21,Galle,New
64.0,6.0,0,3,15386.073825503356,8333.520815155518,95823.04900181488,False,True,7200.0,Other,Itel A49,Colombo,Used
256.0,6.0,1,6,97917.97445255474,36716.2922561019,95823.04900181488,False,True,39900.0,Samsung,Galaxy A12,Colombo,Used
128.0,6.0,0,7,39362.87425149832,60789.304598206174,83246.0201484606,False,True,49600.0,Xiaomi,Mi 11 Lite,Matara,Used
128.0,8.0,0,14,97917.97445255474,63063.303347058965,71138.72690290223,False,True,55000.0,Samsung,Galaxy A32,Hambantota,Used
512.0,8.0,0,21,112310.1101226048,110106.22788148513,110952.47148247254,True,False,164300.0,Oneplus,OnePlus 9,Kurunegala,New
256.0,6.0,0,180,257365.38849646822,269967.6191386011,95823.04900181488,True,False,276600.0,Apple,iPhone 12 Pro,Colombo,New
256.0,4.0,0,60,15386.073825503356,11711.031529132475,103711.00702576112,False,True,11900.0,Other,Tecno Pop 5,Kandy,Used
256.0,4.0,0,180,15386.073825503356,22178.497213481493,94554.46428776065,False,True,17700.0,Other,Redmi 10,Kalutara,Used
64.0,6.0,0,2,69119.74921630374,72333.67827121622,95823.04900181488,True,False,57600.0,Huawei,Huawei Nova 5T,Colombo,New
128.0,8.0,1,180,257365.38849646822,154621.87676715612,95823.04900181488,True,False,154200.0,Apple,iPhone XS Max,Colombo,New
128.0,4.0,0,14,257365.38849646822,377823.79385442554,111228.6323253798,True,False,392000.0,Apple,iPhone 13 Pro,Trincomalee,New
32.0,2.0,0,3,15386.073825503356,21572.264745749373,71138.72690290223,True,False,15600.0,Other,Redmi 12,Hambantota,New
128.0,6.0,1,30,97917.97445255474,195397.13717498505,85661.14130434782,False,True,186200.0,Samsung,Galaxy S22,Gampaha,Used
